Trip_ID,Customer_ID,Driver_ID,Customer_Age,Customer_Gender,Is_Prime_Member,Vehicle_Type,Distance_KM,Duration_Min,Day_of_Week,day_num,hour,demand_category,Weather_Condition,weather_severity,Traffic_Level,traffic_severity,Surge_Multiplier,baseline_surge,calyber_surge,Total_Fare,baseline_fare,calyber_fare,base_fare_estimate,surge_premium,surge_premium_pct,Wait_Time_Min,captive_rider_index,captive_quartile,fairness_band,high_demand,savings,surge_reduction
TRIP69571595,573831,714459,59,F,0,Auto,1.15,4.0,Saturday,5,22.0,Night,Foggy,2,Severe,3,1.54,1.54,1.3,33.38,33.38,28.177922077922087,21.67532467532468,11.704675324675325,53.99999999999999,9.5,0.4340439706862091,Extreme,High,1,5.202077922077915,0.24
TRIP97412726,525051,706017,48,M,1,Prime,3.77,6.7,Sunday,6,14.0,Midday,Cloudy,1,Medium,1,1.16,1.16,1.16,148.27,148.27,148.27,127.8189655172414,20.45103448275861,15.999999999999996,2.9,0.1208083499888962,Medium,Fair,0,0.0,0.0
TRIP83061351,559855,718250,61,M,0,Sedan,1.4,3.2,Tuesday,1,,Night,Clear,0,Medium,1,1.09,1.09,1.09,64.84,64.84,64.84,59.48623853211009,5.35376146788991,9.000000000000004,1.0,0.0431008956991635,Low,Fair,0,0.0,0.0
TRIP48967580,557740,719996,32,M,0,Bike,5.79,17.4,Tuesday,1,14.0,Midday,Clear,0,High,2,1.2,1.2,1.2,51.54,51.54,51.54,42.95,8.589999999999996,19.99999999999999,10.3,0.3498408468428454,Extreme,Fair,0,0.0,0.0
TRIP43814236,515361,702787,57,M,0,Mini,3.47,7.8,Wednesday,2,18.0,Evening Peak,Clear,0,Low,0,1.24,1.24,1.24,66.85,66.85,66.85,53.91129032258064,12.938709677419354,24.0,0.9,0.0876452735213561,Low,Moderate,0,0.0,0.0
TRIP37085977,587499,712697,58,F,0,SUV,9.56,37.0,Wednesday,2,18.0,Evening Peak,Clear,0,Severe,3,1.83,1.83,1.3,369.9,369.9,262.7704918032787,202.1311475409836,167.7688524590164,83.0,6.6,0.4410208009475164,Extreme,High,1,107.1295081967213,0.53
TRIP56879589,528227,701175,27,M,0,Mini,2.14,5.6,Friday,4,8.0,Morning Peak,Cloudy,1,Low,0,1.27,1.27,1.27,55.84,55.84,55.84,43.968503937007874,11.87149606299213,27.000000000000007,4.1,0.1907061958694203,High,Moderate,0,0.0,0.0
TRIP75505241,537361,710554,54,F,0,Auto,0.5,2.2,Thursday,3,18.0,Evening Peak,Clear,0,Medium,1,1.24,1.24,1.24,25.77,25.77,25.77,20.782258064516128,4.987741935483872,24.000000000000004,3.5,0.1636686653342216,Medium,Moderate,0,0.0,0.0
TRIP24216769,562781,701955,41,F,1,Mini,2.83,11.4,Wednesday,2,8.0,Morning Peak,Clear,0,Low,0,1.35,1.35,1.35,70.14,70.14,70.14000000000001,51.95555555555556,18.184444444444445,35.0,0.9,0.1224554001036346,Medium,Moderate,0,-1.4210854715202004e-14,0.0
TRIP55600094,553606,703131,19,F,1,Mini,0.95,3.1,Sunday,6,18.0,Evening Peak,Clear,0,Medium,1,1.26,1.26,1.26,34.64,34.64,34.64,27.49206349206349,7.147936507936507,26.0,0.7,0.0881264342290324,Low,Moderate,0,0.0,0.0
TRIP81497641,546279,710442,28,F,1,Prime,14.74,25.7,Sunday,6,18.0,Evening Peak,Rainy,3,Medium,1,1.62,1.62,1.4,517.95,517.95,447.6111111111111,319.72222222222223,198.22777777777785,62.000000000000014,3.2,0.2751499000666222,High,High,1,70.33888888888896,0.2200000000000002
TRIP19256118,578413,707056,26,M,0,SUV,9.11,38.0,Thursday,3,14.0,Midday,Clear,0,Medium,1,1.0,1.0,1.0,208.85,208.85,208.85,208.85,0.0,0.0,0.5,0.0,Low,Fair,0,0.0,0.0
TRIP79478113,516511,715141,36,M,1,Sedan,1.85,6.8,Sunday,6,14.0,Midday,Rainy,3,Medium,1,1.3,1.3,1.3,67.56,67.56,67.56,51.96923076923077,15.590769230769231,30.000000000000004,2.2,0.1446443111999407,Medium,Moderate,0,0.0,0.0
TRIP90684975,518291,706127,55,M,1,SUV,8.0,15.5,Monday,0,18.0,Evening Peak,Cloudy,1,Medium,1,1.29,1.29,1.29,221.06,221.06,221.06,171.36434108527132,49.69565891472868,29.0,3.2,0.1707195203197868,Medium,Moderate,0,0.0,0.0
TRIP53849117,532835,717158,22,M,1,Bike,14.65,42.5,Tuesday,1,8.0,Morning Peak,Clear,0,Medium,1,1.43,1.43,1.43,131.27,131.27,131.27,91.7972027972028,39.4727972027972,42.99999999999999,1.1,0.1536198090162114,Medium,Moderate,0,0.0,0.0
TRIP33995776,553542,703826,36,F,0,Auto,2.87,7.1,Monday,0,22.0,Night,Stormy,4,Low,0,1.53,1.53,1.5,56.57,56.57,55.46078431372549,36.97385620915033,19.59614379084968,53.0,4.3,0.2788326300984529,High,High,1,1.10921568627451,0.030000000000000027
TRIP04216598,584855,711856,62,M,0,Mini,3.15,5.7,Wednesday,2,14.0,Midday,Clear,0,Low,0,1.0,1.0,1.0,61.2,61.2,61.2,61.2,0.0,0.0,0.5,0.0,Low,Fair,0,0.0,0.0
TRIP53362807,520235,707971,19,F,0,SUV,18.2,37.6,Wednesday,2,8.0,Morning Peak,Clear,0,High,2,1.55,1.55,1.5,540.5,540.5,523.0645161290322,348.7096774193548,191.7903225806452,55.00000000000001,1.9,0.2149863054260123,High,High,1,17.4354838709678,0.050000000000000044
TRIP27914040,528815,701557,43,F,1,Bike,13.7,42.0,Saturday,5,22.0,Night,Clear,0,Low,0,1.09,1.09,1.09,102.03,102.03,102.03,93.60550458715596,8.424495412844038,9.000000000000002,9.7,0.2974868606114442,Extreme,Fair,0,0.0,0.0
TRIP38963782,559743,702497,23,F,0,SUV,4.64,8.0,Wednesday,2,18.0,Evening Peak,Foggy,2,Severe,3,1.99,1.99,1.3,194.68,194.68,127.1778894472362,97.82914572864324,96.85085427135678,99.0,2.4,0.3688466947960618,Extreme,High,1,67.50211055276381,0.69
TRIP03904263,569479,712844,30,F,0,Mini,2.55,7.6,Tuesday,1,8.0,Morning Peak,Cloudy,1,Low,0,1.24,1.24,1.24,63.65,63.65,63.65,51.33064516129032,12.319354838709678,24.000000000000004,2.7,0.1402768524687245,Medium,Moderate,0,0.0,0.0
TRIP18356635,540671,717362,59,M,1,SUV,4.46,18.2,Monday,0,18.0,Evening Peak,Clear,0,Low,0,1.41,1.41,1.41,131.83,131.83,131.83,93.49645390070924,38.33354609929079,41.0,0.9,0.1414427418757864,Medium,Moderate,0,0.0,0.0
TRIP87089157,599664,701930,53,M,1,Bike,2.65,6.6,Saturday,5,14.0,Midday,Rainy,3,Medium,1,1.37,1.37,1.37,31.28,31.28,31.280000000000005,22.83211678832117,8.447883211678835,37.000000000000014,1.6,0.1492523502849952,Medium,Moderate,0,-3.552713678800501e-15,0.0
TRIP99500305,594601,700218,26,M,1,Prime,10.53,35.0,Sunday,6,8.0,Morning Peak,Clear,0,Medium,1,1.27,1.27,1.27,347.44,347.44,347.44,273.5748031496063,73.86519685039372,27.000000000000007,2.6,0.1468465467466133,Medium,Moderate,0,0.0,0.0
TRIP75216535,572184,715669,22,F,1,Bike,1.67,3.0,Wednesday,2,18.0,Evening Peak,Clear,0,Severe,3,1.79,1.79,1.3,27.58,27.58,20.030167597765363,15.407821229050278,12.17217877094972,79.0,5.0,0.381578947368421,Extreme,High,1,7.549832402234635,0.49
TRIP48416455,512933,709861,64,F,1,Bike,8.51,15.5,Tuesday,1,18.0,Evening Peak,Clear,0,Low,0,1.19,1.19,1.19,71.55,71.55,71.55,60.12605042016807,11.423949579831929,18.99999999999999,8.9,0.3057406173662003,Extreme,Fair,0,0.0,0.0
TRIP26988412,579923,700926,27,M,0,Sedan,7.66,28.8,Monday,0,18.0,Evening Peak,Clear,0,Medium,1,1.34,1.34,1.34,185.7,185.7,185.7,138.58208955223878,47.1179104477612,34.000000000000014,4.6,0.2274779776445332,High,Moderate,0,0.0,0.0
TRIP35074125,578594,716536,42,F,0,Bike,3.94,7.7,Wednesday,2,22.0,Night,Rainy,3,Medium,1,1.24,1.24,1.24,41.98,41.98,41.98,33.854838709677416,8.12516129032258,24.000000000000004,3.2,0.1548967355096602,Medium,Moderate,0,0.0,0.0
TRIP68334713,589835,700126,59,M,0,Bike,6.26,13.0,Sunday,6,14.0,Midday,Clear,0,Severe,3,1.67,1.67,1.5,72.59,72.59,65.20059880239522,43.46706586826348,29.12293413173653,67.0,0.8,0.2207972462802575,High,High,1,7.3894011976047835,0.16999999999999993
TRIP93839188,543789,719050,52,F,1,Mini,10.08,35.2,Wednesday,2,,Night,Clear,0,Medium,1,1.0,1.0,1.0,127.03,127.03,127.03,127.03,0.0,0.0,5.5,0.1461988304093567,Medium,Fair,0,0.0,0.0
TRIP00028000,594905,709882,52,F,0,Prime,7.85,27.1,Wednesday,2,8.0,Morning Peak,Foggy,2,Low,0,1.19,1.19,1.19,236.08,236.08,236.08000000000007,198.3865546218488,37.69344537815127,19.000000000000004,13.2,0.431471611518247,Extreme,Fair,0,-5.684341886080802e-14,0.0
